contract,clause_text,label,predicted_label,confidence,filtered_prediction,low_confidence
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"Insurance in terms of the Compensation for Injuries and Diseases Act, No. 130 of 1993, as amended",Insurance,Insurance,0.9961318969726562,Insurance,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,LICENCE AND MAINTENANCE AGREEMENT,Document Name,Document Name,0.997381865978241,Document Name,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,Motor Vehicle Liability Insurance in respect of all motor vehicles brought onto the premises of TELKOM.,Insurance,Insurance,0.9964720010757446,Insurance,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"Neither Party shall be entitled to cede, or delegate its rights and obligations arising from this AGREEMENT or to assign this AGREEMENT to any other person or entity without the prior written consent of the other party provided that either party shall be entitled to assign this AGREEMENT, in whole and not part only, to any of its' subsidiary or holding companies (as defined and contemplated in the Companies Act of 1973, as amended) provided that any such assignment shall ipso facto cease to be of any further force and effect as between the parties, should the assignee cease, for whatever reason, to be a subsidiary or holding company, of the assignor.",Anti-Assignment,Anti-Assignment,0.9876403212547302,Anti-Assignment,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"Notwithstanding anything to the contrary contained in this AGREEMENT, a party hereto (the ""defaulting party"") shall not be liable for any consequential damage or loss of whatever nature and/or however caused, that may be suffered by the other party (the ""innocent party"") other than for consequential loss or damages suffered by the innocent party caused by the wilful or intentional acts or omissions of the",Cap On Liability,Cap On Liability,0.989503026008606,Cap On Liability,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,SAP AFRICA,Parties,Parties,0.996581494808197,Parties,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"SAP AFRICA, SAP AG and their licensors, shall not be liable for any claims, liabilities and costs, including attorneys fees, reasonably incurred in the defence of any claim (other than for the infringement of intellectual property rights specified in clause 10. 3 above), arising out of TELKOM'S unauthorised use of the SOFTWARE, DOCUMENTATION, THIRD-PARTY DATABASE and SAP AFRICA PROPRIETARY INFORMATION, licensed under this AGREEMENT provided that SAP AFRICA promptly notifies TELKOM in writing of such claim and that TELKOM is permitted to control fully the defence and any settlement of such claim.",Cap On Liability,Cap On Liability,0.9856237173080444,Cap On Liability,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,SAP Africa further warrants that SAP AG will from time to time (as soon as the relevant RELEASE and/or VERSION has been finalised) deposit into the escrow account copies of all new versions of the Source Code and related DOCUMENTATION encompassing any and all copies of all versions of the Source Code and related DOCUMENTATION encompassing any and all CORRECTION LEVELS.,Source Code Escrow,Source Code Escrow,0.9918085932731628,Source Code Escrow,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"SAP Africa warrants that the entire source code for the SOFTWARE owned by or licensed by SAP AG and/or COMMERCE ONE INC.. (""Source Code""), together with related DOCUMENTATION as it is, or becomes available, shall be deposited into an escrow account by no later than 30 June 2001 which is maintained at Volksbank Wiesloch, Germany (the ""Escrow Agent""), pursuant to an agreement between the Escrow Agent and SAP AG (the ""Escrow Agreement"").",Source Code Escrow,Source Code Escrow,0.9916925430297852,Source Code Escrow,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,SYSTEMS APPLICATIONS PRODUCTS (AFRICA) (PTY) LIMITED,Parties,Parties,0.9916382431983948,Parties,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"Should TELKOM be the effective cause of the sale and licensing to any person or entity, of the following products, then TELKOM shall be entitled to receive from the licensor of such product, a referral fee equal to 10 % of the agreed license fee of each such product: 5. 7. 1 Net Market Maker; 5. 7. 2 Enterprise Buyer (Professional); and/or 5. 7. 3 Private Exchange.",Revenue/Profit Sharing,Revenue/Profit Sharing,0.9895241856575012,Revenue/Profit Sharing,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"Subject to the provisions of this AGREEMENT, and with effect from the date when the party signing last in time appends its signature to this agreement (""the effective date""), and enduring in perpetuity unless terminated as provided for elsewhere in this AGREEMENT, SAP AFRICA grants, and TELKOM accepts a non-exclusive, non-transferable licence to USE the SOFTWARE, DOCUMENTATION and other SAP AFRICA PROPRIETARY INFORMATION at the specified DESIGNATED SITE within the TERRITORY.",Irrevocable Or Perpetual License,Irrevocable Or Perpetual License,0.446630597114563,LOW_CONFIDENCE,True
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"Subject to, and without prejudice to the provisions of this clause 11. 1 and clause 10, SAP AFRICA'S liability for any loss or damages of whatever nature or however arising, that may be suffered by TELKOM or AFFILIATE from USE or license of the SOFTWARE and irrespective of the number of occurrences giving rise to such liability, shall be limited to the aggregate of all License Fees paid by TELKOM to SAP AFRICA in terms of this AGREEMENT, up until the date when such damages are determined or agreed.",Cap On Liability,Cap On Liability,0.9735841155052185,Cap On Liability,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,TELKOM SOUTH AFRICA LIMITED,Parties,Parties,0.9969047904014587,Parties,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"TELKOM agrees not to copy the Source Code, nor to disclose it to any third party except Agents retained by TELKOM to assist in maintaining SOFTWARE, provided that no such Agent is in the business of marketing or developing software competitive to the SOFTWARE.",Source Code Escrow,Source Code Escrow,0.9903491735458374,Source Code Escrow,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"TELKOM hereby grants SAP AFRICA the right of first refusal to any licence to, or assignment of, such TELKOM extension or TELKOM modification and TELKOM agrees not to dispose",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9885841608047485,Rofr/Rofo/Rofn,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"TELKOM is licensed to install at the DESIGNATED SITE no more than 1 (one) copy of the SOFTWARE on the DESIGNATED UNIT utilised for testing and backup purposes The DESIGNATED UNIT utilised for testing and backup purposes of the SOFTWARE, must be of the same type as those used at the DESIGNATED SITE for USE.",Volume Restriction,Volume Restriction,0.9911529421806335,Volume Restriction,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"TELKOM may, at its own cost, verify that the new version of the Source Code is deposited with the Escrow Agent.",Source Code Escrow,Source Code Escrow,0.9916115403175354,Source Code Escrow,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,TELKOM shall USE the Source Code only at its own premises on its own data processing equipment or third parties in accordance with clause 3 of the AGREEMENT.,Source Code Escrow,Source Code Escrow,0.9914453029632568,Source Code Escrow,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"TELKOM shall have a non-exclusive, non-transferable LICENCE to USE the Source Code solely for its own use in order to support and maintain the SOFTWARE and for no other purpose whatsoever.",Source Code Escrow,Source Code Escrow,0.9843776226043701,Source Code Escrow,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"TELKOM shall not copy the source code, nor disclose it to any third party except agents retained by TELKOM to assist in maintaining the SOFTWARE, provided that no such agent is in the business of marketing or developing SOFTWARE competitive with the SOFTWARE.",Non-Compete,Source Code Escrow,0.9894939064979553,Source Code Escrow,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"TELKOM shall not have the right to access the Source Code if SAP AG or a SAP AG affiliate agrees to assume, carries out and continues to carry out, SAP Africa's maintenance obligations under this AGREEMENT, pursuant to the terms and conditions hereof.",Source Code Escrow,Source Code Escrow,0.990622341632843,Source Code Escrow,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"TELKOM'S sole and exclusive remedies for any breach of SAP AFRICA'S warranties contained in clause 10 shall, at SAP AFRICA'S option, be either: 11. 1. 1 replacement of the SOFTWARE and/or performance of services in respect thereof; or 11. 1. 2 return or credit of an appropriate portion of any payment made, or to be made, by TELKOM with respect to the defective portion, or the whole of the SOFTWARE or Maintenance Services, but excluding the License Fee or any portion thereof. SAP AFRICA must exercise its option within 20 days of first becoming aware of the defect.",Cap On Liability,Cap On Liability,0.9829635620117188,Cap On Liability,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"The Escrow Agreement provides that the Escrow Agent shall, under certain circumstances, release the Source Code and related DOCUMENTATION to TELKOM.",Source Code Escrow,Source Code Escrow,0.9913598895072937,Source Code Escrow,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,The Maintenance Services may be terminated by TELKOM in writing at any time upon 3 (three) months prior written notice.,Termination For Convenience,Termination For Convenience,0.986280083656311,Termination For Convenience,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,The licence granted hereunder shall become effective upon execution of this AGREEMENT by both parties and shall endure indefinitely unless terminated under clause 6. 2.,Expiration Date,Effective Date,0.483449786901474,LOW_CONFIDENCE,True
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,The revenue share that TELKOM shall pay to SAP AFRICA shall be 10%.,Revenue/Profit Sharing,Revenue/Profit Sharing,0.9940901398658752,Revenue/Profit Sharing,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,This AGREEMENT and the licence granted hereunder shall terminate should any of the following events occur: 6. 2. 1. 30 (thirty) days after TELKOM gives SAP AFRICA written notice of TELKOM's wish to terminate this AGREEMENT for any reason. Any such termination shall be subject to accrued rights and obligations but only after payment of all Licence and Maintenance Fees then due and owing;,Termination For Convenience,Termination For Convenience,0.945872962474823,Termination For Convenience,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,This AGREEMENT shall be governed by and construed under the Laws of the Republic of South Africa.,Governing Law,Governing Law,0.997529923915863,Governing Law,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"Without limiting SAP AFRICA'S liabilities or responsibilities in terms of the AGREEMENT, SAP AFRICA will provide and maintain insurance to cover its liability and responsibilities in terms of this AGREEMENT.",Insurance,Insurance,0.9967771172523499,Insurance,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"Without prejudice to any express provision to the contrary contained in the AGREEMENT, TELKOM shall have the right to access the Source Code if SAP: 1. 4. 1 is in default of any material term, condition or provision of this AGREEMENT as a consequence of which the TELKOM is prevented from having substantial USE and benefit of the SOFTWARE in terms thereof and remains in default for a period of 30 (thirty) days from receipt of the first written request to remedy the default concerned; or 1. 4. 2 ceases to carry on business or to provide the particular USE, service or benefit referred to in clause 12. 4. 1; or 1. 4. 3 becomes bankrupt or has a receiving order made against it, or is placed in liquidation or under judicial management in either case, whether provisional or final, or is deregistered.",Source Code Escrow,Source Code Escrow,0.9914934635162354,Source Code Escrow,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,defaulting party or any person or entity in respect of whom the defaulting party may be vicariously liable.,Cap On Liability,Parties,0.4209922254085541,LOW_CONFIDENCE,True
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"have a non-exclusive, non-transferable LICENCE to use the source code solely for its own USE in order to support and maintain the SOFTWARE and for no other purpose whatsoever.",Source Code Escrow,Source Code Escrow,0.9768404960632324,Source Code Escrow,False
TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,"of or license, its rights thereto to any third party for a consideration not less than, and upon other terms not less favourable than those initially offered to SAP AFRICA.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9804943799972534,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","""Effective Date"" means the date that the Initial Closing occurs.",Effective Date,Effective Date,0.9338621497154236,Effective Date,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","(v) By FSL/AFSL and TPH/TPH-A, if there is a change in the Control of the other and the acquiring/succeeding entity causing such change in the Control is an entity that may be reasonably believed to be objectionable to the Japanese Government and/or FSL including FSL's Affiliates in case of the termination by FSL/AFSL or the US Government and/or TPH in case of the termination by TPH/TPH-A, termination to be effective upon thirty (30) days' notice of termination.",Change Of Control,Change Of Control,0.987447202205658,Change Of Control,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","23rd day of May, 2017",Agreement Date,Agreement Date,0.5348160266876221,LOW_CONFIDENCE,True
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",AFSL,Parties,Parties,0.9965271353721619,Parties,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",AFSL and TPH-A shall cause the Board to approve the share transfer of the Call Shares on or prior to the Call Closing Date.,Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9178893566131592,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",AFSL and TPH-A shall cause the Board to approve the share transfer of the Put Shares on or prior to the Put Closing Date.,Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9606088399887085,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",Aizu Fujitsu Semiconductor Limited,Parties,Parties,0.9968724846839905,Parties,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","As longs as AFSL and FSL are not in material and continuing breach of this Agreement or the Ancillary Agreements, FSL or AFSL may trigger the option to sell the Put Shares to TPH-A or its designee (the ""Put Option"") by providing a written notice of the exercise of the Put Option (the ""Put Exercise Notice"") simultaneously to the Company, TPH and TPH-A, which notice states (i) such Party's bona fide intention to exercise the Put Option, and (ii) the date on which such Party intends that the Put Closing Date occur.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9876402020454407,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","As longs as TPH-A and TPH are not in material and continuing breach of this Agreement or the Ancillary Agreements, TPH-A or TPH may trigger the option to purchase the Call Shares (the ""Call Option"") by providing a written notice of the exercise of the Call Option (the ""Call Exercise Notice"") simultaneously to the Company, FSL and AFSL, which notice states (i) such Party's bona fide intention to exercise the Call Option, and (ii) the date on which such Party intends that the Call Closing Date occur.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9860196113586426,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","At TPH's sole option, TPH or TPH-A may purchase the GaN Equipment by completion of payment of the purchase price or depreciation cost for such equipment as set forth in Appendix 2.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.985146701335907,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","Completion of the sale and purchase of the Call Shares pursuant to the exercise of the Call Option by TPH- A/TPH shall take place on the date specified in the Call Exercise Notice (which shall be a date after at least sixty (60) days from the date of the Call Exercise Notice) (the ""Call Closing Date"") and on which date: (i) TPH-A shall, or shall cause its designees to, and TPH shall cause TPH-A or TPH-A's designees to, pay to AFSL the Call Option Price for the Call Shares by way of a bank transfer to the bank account as separately designated by AFSL; and (ii) in exchange for which, AFSL shall deliver to TPH-A or its designees duly executed a letter of request to enter in the shareholder register of the Company the information that is required to be registered with regard to the Call Shares.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9887033104896545,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","Completion of the sale and purchase of the Put Shares pursuant to the exercise of the Put Option by AFSL/FSL shall take place on the date specified in the Put Exercise Notice (which shall be a date after at least sixty (60) days from the date of the Put Exercise Notice) (the ""Put Closing Date"") and on which date: (i) TPH-A shall, or shall cause its designees to, and TPH shall cause TPH-A or TPH-A's designees to, pay to AFSL the Put Option Price for the Put Shares by way of a bank transfer to the bank account as separately designated by AFSL; and (ii) in exchange for which, AFSL shall deliver to TPH-A or its designees duly executed a letter of request to enter in the shareholder register of the Company the information that is required to be registered with regard to the Put Shares; and",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9875597357749939,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","Each Party's obligation to complete the Put Option or Call Option at the Put Closing Date or Call Closing Date, as applicable, is subject to the fulfillment on or before such Put Closing Date or Call Closing Date of each of the following conditions, unless waived in writing (where permissible) by the applicable party in such closing:",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9790081977844238,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",FSL,Parties,Parties,0.9963575005531311,Parties,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",FSL and AFSL may not exercise the Put Option prior to the Option Starting Date nor more than one hundred eighty (180) days after the Option Starting Date.,Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9888468384742737,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","FSL or AFSL may not exercise the Put Option for less than one hundred percent (100%) of the Shares held by both FSL and AFSL or any Affiliate of FSL or AFSL, as the case may be.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9848104119300842,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","If, after the Effective Date, FSL or AFSL shall have materially breached any of its representations or warranties contained in this Agreement or shall have failed to comply in any material respect with any of the other covenants or agreements contained in this Agreement, which breach or failure shall not have been remedied within thirty (30) days after the Default Notice has been given by TPH-A to FSL/AFSL, then TPH-A shall have the option of purchasing from AFSL, and AFSL shall be obligated to sell, all of the Shares then owned by AFSL at a purchase price per Share equal to the lesser of: (i) the Net Book Value as of the most recent month end (provided that, if the Net Book Value is a negative amount, the product of the Net Book Value multiplied by such Sale Shares shall be deemed to be one Japanese Yen (¥1)), or (ii) the Shares Purchase Price, divided by the number of Sale Shares. TPH-A shall provide the Election Notice to purchase the Shares owned by AFSL within ten (10) Business Days following the expiration of the thirty (30) day cure period set forth in the Default Notice. The closing of the purchase of the Shares owned by AFSL shall take place within thirty (30) Business Days following the date of the Election Notice, or at such other time as the Parties may mutually agree. At such closing, TPH-A shall deliver to AFSL, by wire transfer, the full amount of the purchase price in Japanese Yen for such Shares as provided in this Section 7.5.2 against delivery by AFSL of the following: (a) a sale agreement in form reasonably satisfactory to TPH-A containing among other things, a representation and warranty of AFSL that it is, and TPH-A shall be, the beneficial owner of such Shares, with good title thereto, free and clear of all liens and other encumbrances; (b) documentary evidence reasonably satisfactory to TPH-A of the transfer to it of all of AFSL's Shares and (c) resignations of all Directors, if any, on the Board appointed by AFSL. Notwithstanding the remedies provided in this Section 7.5.2, TPH/TPH-A shall be entitled to all other remedies against FSL/AFSL available at law or equity or under this Agreement.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9779474139213562,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","If, after the Effective Date, TPH or TPH-A shall have materially breached any of its representations or warranties contained in this Agreement or shall have failed to comply in any material respect with any of the other covenants or agreements contained in this Agreement, which breach or failure shall not have been remedied within thirty (30) days after written notice thereof (the ""Default Notice"") has been given by AFSL to TPH/TPH-A, then AFSL shall have the option of purchasing from TPH-A, and TPH-A shall be obligated to sell, all of the Shares then owned by TPH-A at a purchase price per Share equal to the lesser of: (i) the Net Book Value as of the most recent month end (provided that, if the Net Book Value is a negative amount, the product of the Net Book Value multiplied by such Sale Shares shall be deemed to be one Japanese Yen (¥1)), or (ii) the Shares Purchase Price, divided by the number of Sale Shares. AFSL shall provide written notice of its election (the ""Election Notice"") to purchase the Shares owned by TPH-A within ten (10) Business Days following the expiration of the thirty (30) day cure period set forth in the Default Notice. The closing of the purchase of the Shares owned by TPH-A",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9820544719696045,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","In addition to any inspection rights granted under Law, upon notice to the Company of at least twenty-four (24) hours, each Party shall have full access to all properties, books of account, and records of the Company.",Audit Rights,Audit Rights,0.9955980181694031,Audit Rights,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","In case it is necessary for AFSL/FSL to access to any materials or information of the Company prepared or otherwise made on or before the Put Closing Date or the Call Closing Date due to requirement by any Governmental Authority or any third party on or after the Put Closing Date or the Call Closing Date, then, TPH/TPH-A shall fully cooperate, and shall cause the Company to fully cooperate, with AFSL/FSL so that AFSL/FSL can access such materials or information.",Audit Rights,Audit Rights,0.9938166737556458,Audit Rights,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","In such case: (i) TPH-A or TPH, as the case may be, shall acquire sole and exclusive title to the GaN Equipment, free and clear of all Encumbrances, and none of FSL, AFSL or the Company shall have any right, title or interest in such GaN Equipment, (ii) such GaN Equipment shall be clearly labeled as the property of TPH-A or TPH, as the case may be, and (iii) FSL and AFSL shall cause to be assigned to TPH-A or TPH, as the case may be, all licenses and warranties for such GaN Equipment and the software or firmware required to operate such GaN Equipment that are attached to, installed on, or embodied in such GaN Equipment as of the Effective Date.",Ip Ownership Assignment,Ip Ownership Assignment,0.9893093109130859,Ip Ownership Assignment,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",JOINT VENTURE AGREEMENT,Document Name,Document Name,0.9973280429840088,Document Name,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","Japan, Fujitsu Semiconductor Limited",Parties,Parties,0.9969733953475952,Parties,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","Notwithstanding the foregoing, no rights, obligations or liabilities hereunder shall be assignable by a Party without prior written consent of all of the other Parties; provided, however, that a Party shall not unreasonably withhold its consent to the assignment of rights and obligations by the other Parties to its Affiliate if that Affiliate's performance has been guaranteed satisfactorily in form and substance by the assigning Party.",Anti-Assignment,Anti-Assignment,0.9875792860984802,Anti-Assignment,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",TPH,Parties,Parties,0.9965691566467285,Parties,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","TPH or TPH-A may not exercise the Call Option for less than one hundred percent (100%) of the Shares held by both FSL and AFSL or any Affiliate of FSL or AFSL, as the case may be.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9876205325126648,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT",TPH-A and TPH may not exercise the Call Option prior to the Option Starting Date nor more than one hundred eighty (180) days after the Option Starting Date.,Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9881309270858765,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","The English text of this Agreement shall control any interpretation of its provisions, and this Agreement and the legal relations among the Parties and the Company shall in all respects be interpreted, construed and governed by and in accordance with the laws of Japan.",Governing Law,Governing Law,0.9974392652511597,Governing Law,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","The purchase price for the Call Shares (the ""Call Option Price"") shall be the greater of (x) the amount in Japanese Yen equal to the Net Book Value as of the most recently completed month end prior to the Call Closing Date, minus the Net Book Value as of the most recently completed month end prior to the Effective Date, multiplied by the number of Call Shares, or (y) one Japanese Yen (¥1).",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9826471209526062,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","The purchase price for the Put Shares (the ""Put Option Price"") shall be the greater of (x) the amount in Japanese Yen equal to the Net Book Value as of the most recently completed month end prior to the Put Closing Date, minus the Net Book Value as of the most recently completed month end prior to the Effective Date, multiplied by the number of Put Shares, or (y) one Japanese Yen (¥1).",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9740429520606995,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","Transphorm, Inc.",Parties,Parties,0.9967001080513,Parties,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","Upon FSL's or AFSL's exercise of the Put Option, TPH-A shall be obliged to purchase or cause TPH-A's designees to purchase, and TPH shall be obliged to cause TPH-A or TPH-A's designees to purchase, the Put Shares in accordance with this Section 9.1. For the avoidance of doubt, the Put Option is the right of AFSL/FSL, and AFSL/FSL is not obliged to exercise the Put Option.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9853121638298035,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","Upon TPH-A's or TPH's exercise of the Call Option, AFSL/FSL shall be obliged to sell, or cause the holder of the Call Shares to sell, the Call Shares to TPH-A or its designee in accordance with this Section 9.2. For the avoidance of doubt, the Call Option is the right of TPH-A and TPH-A is not obliged to exercise the Call Option.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9872584939002991,Rofr/Rofo/Rofn,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","collectively referred to as the ""Parties"" and individually, a ""Party""",Parties,Parties,0.995120108127594,Parties,False
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT","shall take place within thirty (30) Business Days following the date of the Election Notice, or at such other time as the Parties may mutually agree. At such closing, AFSL shall deliver to TPH-A, by wire transfer, the full amount of the purchase price in Japanese Yen for such Shares as provided in this Section 7.5.1 against delivery by TPH-A of the following: (a) a sale agreement in form reasonably satisfactory to AFSL containing among other things, a representation and warranty of TPH-A that it is, and AFSL shall be, the beneficial owner of such Shares, with good title thereto, free and clear of all liens and other encumbrances; (b) documentary evidence reasonably satisfactory to AFSL of the transfer to it of all of TPH-A's Shares and (c) resignations of all Directors, if any, on the Board appointed by TPH-A. Notwithstanding the remedies provided in this Section 7.5.1, AFSL/FSL shall be entitled to all other remedies against TPH/TPH-A available at law or equity or under this Agreement.",Rofr/Rofo/Rofn,Rofr/Rofo/Rofn,0.9790084958076477,Rofr/Rofo/Rofn,False
TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,"""Launch Date"" means the first date on which the Service is made publicly available.",Expiration Date,Effective Date,0.9396151900291443,Effective Date,False
